,mean,sd,hdi_5.5%,hdi_94.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
g_mp[da x ChangeParamProb|TestInsertProb],1.087,1.364,0.497,1.44,0.01,0.007,23401.0,15700.0,1.0
g_mp[python x Crossover|Pop],1.087,2.084,0.554,1.464,0.015,0.01,25049.0,16648.0,1.0
g_mp[h_base x TestChangeProb|TourSize],1.087,1.807,0.531,1.462,0.013,0.009,22942.0,16503.0,1.0
g_mp[config x ChangeParamProb|TestDeleteProb],1.087,1.444,0.542,1.493,0.011,0.008,23625.0,16821.0,1.0
g_mp[s_helpers x Elite|StatemInsertProb],1.087,1.912,0.528,1.472,0.014,0.01,23752.0,16992.0,1.0
g_mp[timer x ChangeParamProb|TourSize],1.087,1.193,0.515,1.458,0.01,0.007,23144.0,16883.0,1.0
g_mp[py_base x Elite|StatemInsertProb],1.087,1.667,0.518,1.446,0.012,0.008,23323.0,16688.0,1.0
g_mp[headers x Crossover|StatemInsertProb],1.087,1.458,0.533,1.474,0.01,0.007,23567.0,15813.0,1.0
g_mp[pgzero_frontend x ChromLen|TourSize],1.087,0.936,0.499,1.438,0.007,0.005,26315.0,17605.0,1.0
g_mp[headers x Pop|TourSize],1.087,1.499,0.54,1.468,0.012,0.009,26782.0,15417.0,1.0
g_mp[validation x ChangeParamProb|Elite],1.087,1.084,0.526,1.464,0.008,0.006,23633.0,16398.0,1.0
g_mp[maybe x Pop|TestInsertProb],1.087,2.196,0.538,1.464,0.016,0.011,24729.0,16740.0,1.0
g_mp[timer x RandPert|TestDeleteProb],1.087,1.142,0.538,1.483,0.008,0.006,25617.0,15538.0,1.0
g_mp[s_helpers x RandPert|TestDeleteProb],1.087,2.044,0.521,1.438,0.015,0.01,24027.0,16226.0,1.0
g_mp[journaling x ChromLen|TestDeleteProb],1.087,1.198,0.537,1.482,0.009,0.006,23304.0,16076.0,1.0
g_mp[timer x Pop|TestChangeProb],1.087,0.927,0.504,1.43,0.007,0.005,23566.0,15167.0,1.0
g_mp[journaling x ChangeParamProb|Elite],1.087,1.401,0.51,1.439,0.01,0.007,25098.0,16832.0,1.0
g_mp[validation x RandPert|TestInsertProb],1.087,1.137,0.526,1.444,0.008,0.006,25291.0,17245.0,1.0
g_mp[immutable_list x Pop|TourSize],1.087,1.063,0.552,1.494,0.008,0.006,24059.0,16399.0,1.0
g_mp[python x ChromLen|TestInsertionProb],1.087,2.08,0.542,1.481,0.015,0.011,24417.0,16657.0,1.0
g_mp[return_from_generator x RandPert|TestInsertionProb],1.087,1.167,0.499,1.429,0.009,0.006,23505.0,15815.0,1.0
g_mp[return_from_generator x ChangeParamProb|TestInsertProb],1.087,1.807,0.566,1.497,0.013,0.009,23774.0,17264.0,1.0
g_mp[h_base x ChangeParamProb|RandPert],1.087,1.51,0.546,1.467,0.011,0.008,21308.0,15831.0,1.0
g_mp[config x ChangeParamProb|Crossover],1.087,1.565,0.519,1.462,0.011,0.008,26407.0,16234.0,1.0
g_mp[return_from_generator x StatemInsertProb|TestDeleteProb],1.087,1.696,0.515,1.474,0.012,0.009,25396.0,16174.0,1.0
g_mp[return_from_generator x ChangeParamProb|StatemInsertProb],1.087,1.096,0.523,1.445,0.008,0.006,23964.0,16780.0,1.0
g_mp[decorators x ChromLen|TestInsertProb],1.087,1.597,0.533,1.452,0.011,0.008,23881.0,16707.0,1.0
g_mp[packages x Elite|TourSize],1.087,1.792,0.514,1.443,0.013,0.009,24871.0,17646.0,1.0
g_mp[journaling x ChromLen|TourSize],1.087,1.24,0.505,1.438,0.009,0.006,24881.0,16152.0,1.0
g_mp[dict_unpacking x ChromLen|RandPert],1.087,1.38,0.52,1.458,0.01,0.007,24048.0,15563.0,1.0
g_mp[decorators x ChangeParamProb|Elite],1.087,2.217,0.542,1.483,0.016,0.011,24547.0,16322.0,1.0
g_mp[py_helpers x ChromLen|RandPert],1.088,0.868,0.529,1.472,0.007,0.005,22521.0,16136.0,1.0
g_mp[cmd x Crossover|TestInsertionProb],1.088,1.171,0.528,1.464,0.009,0.006,23910.0,17243.0,1.0
g_mp[maybe x Pop|TourSize],1.088,2.316,0.521,1.463,0.016,0.012,24961.0,17020.0,1.0
g_mp[return_from_generator x RandPert|TestChangeProb],1.088,2.099,0.538,1.457,0.015,0.011,24948.0,15878.0,1.0
g_mp[da x ChromLen|RandPert],1.088,0.959,0.525,1.471,0.007,0.005,24757.0,16607.0,1.0
g_mp[py_helpers x StatemInsertProb|TestChangeProb],1.088,1.474,0.543,1.476,0.011,0.008,24228.0,15368.0,1.0
g_mp[h_base x ChromLen|Elite],1.088,1.357,0.534,1.456,0.01,0.007,23207.0,17179.0,1.0
g_mp[journaling x TestInsertProb|TestInsertionProb],1.088,1.993,0.491,1.427,0.015,0.01,25452.0,16826.0,1.0
g_mp[decorators x StatemInsertProb|TestDeleteProb],1.088,1.523,0.529,1.442,0.012,0.008,25107.0,17227.0,1.0
g_mp[signals x Elite|TestDeleteProb],1.088,1.475,0.544,1.474,0.011,0.008,23529.0,15982.0,1.0
g_mp[py_base x Elite|Pop],1.088,3.095,0.519,1.433,0.022,0.015,24152.0,15977.0,1.0
g_mp[cmd x ChromLen|Crossover],1.088,0.976,0.532,1.474,0.007,0.005,24131.0,16481.0,1.0
g_mp[validation x Pop|TestDeleteProb],1.088,1.948,0.519,1.455,0.014,0.01,25120.0,16230.0,1.0
g_mp[maybe x ChangeParamProb|Elite],1.088,1.175,0.551,1.491,0.01,0.007,24759.0,17403.0,1.0
g_mp[pgzero_frontend x TestInsertProb|TestInsertionProb],1.088,1.351,0.5,1.441,0.013,0.01,22319.0,16448.0,1.0
g_mp[py_helpers x Elite|TestChangeProb],1.088,1.641,0.505,1.433,0.012,0.008,23167.0,17473.0,1.0
g_mp[python x TestChangeProb|TestInsertProb],1.088,1.408,0.511,1.465,0.01,0.007,25292.0,16385.0,1.0
g_mp[packages x Crossover|Pop],1.088,1.963,0.526,1.448,0.019,0.014,22220.0,16136.0,1.0
g_mp[py_base x StatemInsertProb|TestInsertionProb],1.088,1.303,0.506,1.448,0.01,0.007,24409.0,17359.0,1.0
g_mp[namedtupleutils x Elite|RandPert],1.088,1.856,0.551,1.475,0.013,0.01,24270.0,16644.0,1.0
g_mp[lazy_import x Elite|RandPert],1.088,1.313,0.529,1.45,0.01,0.007,23150.0,14920.0,1.0
g_mp[pgzero_frontend x ChangeParamProb|Elite],1.088,2.425,0.534,1.48,0.017,0.012,24856.0,17001.0,1.0
g_mp[timer x Elite|StatemInsertProb],1.088,1.435,0.534,1.477,0.011,0.007,25360.0,16225.0,1.0
g_mp[namedtupleutils x Pop|RandPert],1.088,1.104,0.533,1.463,0.008,0.006,23244.0,16436.0,1.0
g_mp[positional_validation x Elite|TourSize],1.088,1.692,0.541,1.482,0.012,0.008,25452.0,17914.0,1.0
g_mp[py_helpers x ChromLen|Pop],1.089,1.332,0.536,1.476,0.01,0.007,24582.0,16440.0,1.0
g_mp[packages x ChromLen|TestChangeProb],1.089,1.569,0.515,1.449,0.012,0.008,25940.0,16355.0,1.0
g_mp[headers x ChromLen|RandPert],1.089,1.705,0.548,1.473,0.012,0.009,23056.0,16108.0,1.0
g_mp[dict_unpacking x ChromLen|Crossover],1.089,1.647,0.556,1.467,0.013,0.009,24243.0,16582.0,1.0
g_mp[da x ChangeParamProb|TestDeleteProb],1.089,0.836,0.504,1.45,0.006,0.004,23970.0,16443.0,1.0
g_mp[h_base x ChangeParamProb|Crossover],1.089,1.62,0.513,1.438,0.012,0.008,23989.0,16514.0,1.0
g_mp[dict_unpacking x ChangeParamProb|Elite],1.089,1.164,0.514,1.433,0.009,0.007,24509.0,16810.0,1.0
g_mp[yield_from x StatemInsertProb|TestInsertionProb],1.089,2.436,0.553,1.472,0.018,0.013,24072.0,16740.0,1.0
g_mp[namedtupleutils x Elite|TestInsertionProb],1.089,1.227,0.515,1.455,0.009,0.006,22024.0,16381.0,1.0
g_mp[immutable_list x TestInsertProb|TourSize],1.089,1.149,0.522,1.474,0.008,0.006,22591.0,17339.0,1.0
g_mp[maybe x RandPert|TestChangeProb],1.089,1.106,0.523,1.474,0.008,0.006,23223.0,16913.0,1.0
g_mp[validation x TestChangeProb|TestInsertProb],1.089,1.626,0.511,1.434,0.012,0.008,24124.0,17009.0,1.0
g_mp[timer x Elite|RandPert],1.089,3.146,0.499,1.429,0.022,0.016,25478.0,16188.0,1.0
g_mp[cmd x StatemInsertProb|TestInsertProb],1.089,1.418,0.526,1.466,0.01,0.007,24584.0,16345.0,1.0
g_mp[pgzero_frontend x StatemInsertProb|TestInsertionProb],1.089,1.142,0.565,1.475,0.009,0.006,26041.0,16781.0,1.0
g_mp[h_base x Crossover|TestChangeProb],1.089,1.373,0.563,1.49,0.01,0.007,24417.0,16844.0,1.0
g_mp[python x RandPert|TestInsertProb],1.089,1.463,0.527,1.453,0.011,0.007,22157.0,16614.0,1.0
g_mp[py_helpers x ChangeParamProb|ChromLen],1.089,1.605,0.507,1.434,0.012,0.009,25652.0,16000.0,1.0
g_mp[timer x StatemInsertProb|TestChangeProb],1.089,1.523,0.539,1.482,0.011,0.008,23887.0,16539.0,1.0
g_mp[h_base x StatemInsertProb|TestInsertProb],1.09,2.309,0.546,1.482,0.016,0.012,22922.0,16594.0,1.0
g_mp[validation x ChromLen|TestInsertionProb],1.09,1.848,0.482,1.425,0.016,0.011,24103.0,15501.0,1.0
g_mp[dict_unpacking x Pop|TestInsertProb],1.09,1.664,0.538,1.47,0.012,0.008,23019.0,17325.0,1.0
g_mp[config x ChangeParamProb|Pop],1.09,0.928,0.547,1.499,0.007,0.005,23615.0,17749.0,1.0
g_mp[return_from_generator x TestDeleteProb|TestInsertProb],1.09,1.136,0.52,1.446,0.008,0.006,23926.0,16412.0,1.0
g_mp[py_base x Pop|TourSize],1.09,1.785,0.526,1.455,0.013,0.009,22275.0,16378.0,1.0
g_mp[positional_validation x StatemInsertProb|TestInsertProb],1.09,1.745,0.53,1.454,0.012,0.009,23460.0,15209.0,1.0
g_mp[decorators x StatemInsertProb|TestChangeProb],1.09,1.531,0.504,1.427,0.011,0.008,23094.0,17133.0,1.0
g_mp[journaling x TestDeleteProb|TourSize],1.09,1.645,0.508,1.445,0.012,0.009,22404.0,16282.0,1.0
g_mp[da x Crossover|StatemInsertProb],1.09,2.546,0.524,1.444,0.02,0.014,23741.0,17076.0,1.0
g_mp[validation x StatemInsertProb|TestInsertProb],1.09,1.295,0.535,1.453,0.011,0.008,23449.0,16703.0,1.0
g_mp[journaling x StatemInsertProb|TestDeleteProb],1.09,1.655,0.558,1.498,0.012,0.008,25044.0,16390.0,1.0
g_mp[signals x Crossover|TestDeleteProb],1.09,1.723,0.529,1.456,0.012,0.009,22736.0,17672.0,1.0
g_mp[journaling x Elite|Pop],1.09,0.853,0.538,1.465,0.006,0.004,25674.0,16953.0,1.0
g_mp[headers x ChromLen|TestDeleteProb],1.09,2.039,0.544,1.464,0.014,0.01,23628.0,16181.0,1.0
g_mp[journaling x ChromLen|Pop],1.09,2.296,0.512,1.436,0.016,0.012,23025.0,17268.0,1.0
g_mp[namedtupleutils x ChromLen|TestDeleteProb],1.091,1.515,0.535,1.448,0.011,0.008,24872.0,16469.0,1.0
g_mp[namedtupleutils x RandPert|TestChangeProb],1.091,2.389,0.522,1.434,0.017,0.012,23943.0,16940.0,1.0
g_mp[dict_unpacking x StatemInsertProb|TestDeleteProb],1.091,2.184,0.529,1.469,0.015,0.011,23437.0,16366.0,1.0
g_mp[journaling x ChromLen|TestInsertProb],1.091,2.209,0.533,1.468,0.016,0.011,26855.0,16506.0,1.0
g_mp[lazy_import x Pop|TestInsertProb],1.091,2.642,0.528,1.461,0.019,0.013,22628.0,16385.0,1.0
g_mp[lazy_import x ChromLen|Crossover],1.091,1.978,0.506,1.438,0.014,0.01,22381.0,16796.0,1.0
g_mp[packages x ChromLen|Pop],1.091,1.598,0.538,1.439,0.012,0.008,24601.0,17603.0,1.0
g_mp[headers x Crossover|TestChangeProb],1.091,1.604,0.539,1.474,0.011,0.008,25008.0,15871.0,1.0
g_mp[immutable_list x Pop|TestDeleteProb],1.091,1.904,0.533,1.455,0.013,0.01,23893.0,17002.0,1.0
g_mp[config x ChromLen|TestInsertionProb],1.091,2.237,0.513,1.439,0.017,0.012,22775.0,16740.0,1.0
g_mp[timer x Crossover|TestDeleteProb],1.091,2.04,0.519,1.455,0.015,0.01,24037.0,17458.0,1.0
g_mp[namedtupleutils x ChangeParamProb|StatemInsertProb],1.091,2.164,0.535,1.462,0.017,0.012,23970.0,16131.0,1.0
g_mp[positional_validation x ChangeParamProb|TestInsertProb],1.091,1.521,0.534,1.449,0.011,0.008,24731.0,16760.0,1.0
g_mp[positional_validation x StatemInsertProb|TourSize],1.091,1.26,0.51,1.431,0.01,0.007,22766.0,16628.0,1.0
g_mp[config x TestInsertProb|TourSize],1.091,1.93,0.503,1.445,0.014,0.01,25231.0,16466.0,1.0
g_mp[headers x TestInsertProb|TourSize],1.091,2.126,0.533,1.457,0.015,0.011,23700.0,17389.0,1.0
g_mp[pgzero_frontend x Crossover|Pop],1.092,1.739,0.508,1.436,0.013,0.009,23431.0,16866.0,1.0
g_mp[maybe x ChangeParamProb|ChromLen],1.092,2.109,0.512,1.439,0.015,0.011,22632.0,16024.0,1.0
g_mp[python x Pop|TestChangeProb],1.092,2.257,0.525,1.44,0.019,0.013,22534.0,16266.0,1.0
g_mp[positional_validation x TestChangeProb|TourSize],1.092,3.346,0.529,1.456,0.024,0.017,23311.0,16826.0,1.0
g_mp[config x ChangeParamProb|Elite],1.092,1.875,0.488,1.437,0.014,0.01,24974.0,16995.0,1.0
g_mp[pgzero_frontend x ChromLen|TestChangeProb],1.092,2.459,0.526,1.455,0.018,0.012,23002.0,15984.0,1.0
g_mp[headers x RandPert|StatemInsertProb],1.093,2.016,0.486,1.423,0.014,0.01,24349.0,16728.0,1.0
g_mp[packages x ChromLen|RandPert],1.093,1.305,0.51,1.439,0.011,0.008,21953.0,16520.0,1.0
g_mp[cmd x ChromLen|StatemInsertProb],1.093,2.615,0.511,1.453,0.018,0.013,23548.0,16042.0,1.0
g_mp[h_base x ChangeParamProb|TestInsertionProb],1.093,2.044,0.53,1.459,0.015,0.01,24540.0,16179.0,1.0
g_mp[decorators x Elite|StatemInsertProb],1.093,1.53,0.538,1.457,0.011,0.008,22686.0,15846.0,1.0
g_mp[positional_validation x Elite|TestDeleteProb],1.093,2.474,0.539,1.469,0.018,0.012,24565.0,17132.0,1.0
g_mp[positional_validation x TestChangeProb|TestInsertProb],1.094,3.407,0.534,1.454,0.024,0.017,25271.0,16211.0,1.0
g_mp[decorators x ChangeParamProb|TestInsertProb],1.094,1.614,0.53,1.471,0.013,0.009,24557.0,16811.0,1.0
g_mp[validation x Elite|TestChangeProb],1.094,2.098,0.53,1.451,0.02,0.014,23283.0,16394.0,1.0
g_mp[yield_from x ChromLen|TourSize],1.094,2.13,0.494,1.428,0.015,0.011,22344.0,17419.0,1.0
g_mp[cmd x RandPert|TestInsertProb],1.094,1.255,0.516,1.455,0.009,0.006,23673.0,16835.0,1.0
g_mp[positional_validation x Crossover|Pop],1.094,1.17,0.53,1.463,0.01,0.007,24882.0,16923.0,1.0
g_mp[signals x Pop|TestInsertProb],1.094,1.773,0.534,1.467,0.013,0.009,23244.0,16449.0,1.0
g_mp[return_from_generator x Crossover|Elite],1.094,1.54,0.546,1.483,0.011,0.008,23436.0,15935.0,1.0
g_mp[s_helpers x ChromLen|TestInsertionProb],1.094,2.27,0.531,1.459,0.016,0.011,24479.0,17323.0,1.0
g_mp[decorators x ChangeParamProb|Crossover],1.094,3.104,0.508,1.426,0.022,0.016,25143.0,16211.0,1.0
g_mp[decorators x ChangeParamProb|TestChangeProb],1.094,2.427,0.515,1.436,0.017,0.012,25709.0,16730.0,1.0
g_mp[py_base x ChangeParamProb|TestInsertProb],1.095,1.855,0.536,1.465,0.014,0.01,23882.0,17012.0,1.0
g_mp[py_helpers x ChangeParamProb|TestInsertProb],1.095,2.995,0.542,1.47,0.021,0.015,21095.0,15651.0,1.0
g_mp[positional_validation x TestInsertionProb|TourSize],1.095,1.478,0.553,1.472,0.011,0.008,24525.0,15928.0,1.0
g_mp[s_helpers x Elite|TourSize],1.095,2.703,0.505,1.433,0.019,0.014,22428.0,16629.0,1.0
g_mp[positional_validation x Pop|RandPert],1.095,2.284,0.498,1.432,0.016,0.011,22870.0,16413.0,1.0
g_mp[timer x ChromLen|TourSize],1.095,2.842,0.526,1.451,0.023,0.016,24472.0,16660.0,1.0
g_mp[signals x StatemInsertProb|TestInsertProb],1.095,4.229,0.546,1.46,0.03,0.021,24312.0,16699.0,1.0
g_mp[config x TestDeleteProb|TestInsertProb],1.095,1.616,0.536,1.448,0.012,0.008,23025.0,16151.0,1.0
g_mp[h_base x TestDeleteProb|TestInsertionProb],1.095,2.453,0.561,1.469,0.017,0.012,22174.0,16987.0,1.0
g_mp[immutable_list x StatemInsertProb|TestInsertProb],1.095,3.213,0.511,1.439,0.023,0.016,24853.0,16045.0,1.0
g_mp[packages x ChromLen|TestInsertionProb],1.095,2.491,0.523,1.457,0.018,0.013,23013.0,17178.0,1.0
g_mp[py_base x TestInsertProb|TourSize],1.096,2.51,0.547,1.464,0.018,0.013,24405.0,16841.0,1.0
g_mp[config x Pop|RandPert],1.096,1.442,0.542,1.474,0.011,0.007,24256.0,16514.0,1.0
g_mp[cmd x Crossover|RandPert],1.096,2.033,0.51,1.454,0.014,0.01,23603.0,16932.0,1.0
g_mp[s_helpers x ChangeParamProb|TestChangeProb],1.096,1.362,0.529,1.456,0.011,0.008,22732.0,16681.0,1.0
g_mp[headers x Elite|TourSize],1.096,2.477,0.504,1.437,0.018,0.012,21588.0,15844.0,1.0
g_mp[s_helpers x Crossover|TestDeleteProb],1.096,2.382,0.56,1.478,0.017,0.012,24367.0,16349.0,1.0
g_mp[decorators x ChromLen|RandPert],1.096,2.914,0.54,1.471,0.021,0.015,24418.0,16506.0,1.0
g_mp[packages x Pop|TestChangeProb],1.096,2.201,0.547,1.466,0.016,0.011,24575.0,14805.0,1.0
g_mp[cmd x ChromLen|TestInsertionProb],1.096,1.834,0.489,1.425,0.016,0.011,23739.0,17366.0,1.0
g_mp[dict_unpacking x ChromLen|Pop],1.096,1.759,0.521,1.456,0.013,0.009,23936.0,17230.0,1.0
g_mp[dict_unpacking x Pop|StatemInsertProb],1.097,1.639,0.499,1.433,0.012,0.008,23505.0,16059.0,1.0
g_mp[signals x ChangeParamProb|ChromLen],1.097,3.412,0.532,1.463,0.024,0.017,25150.0,16008.0,1.0
g_mp[pgzero_frontend x TestChangeProb|TourSize],1.097,3.865,0.516,1.445,0.027,0.019,24222.0,16506.0,1.0
g_mp[immutable_list x TestChangeProb|TestDeleteProb],1.097,2.996,0.513,1.448,0.021,0.015,24419.0,16877.0,1.0
g_mp[py_helpers x ChangeParamProb|StatemInsertProb],1.097,2.163,0.528,1.475,0.015,0.011,25007.0,17579.0,1.0
g_mp[s_helpers x Elite|TestChangeProb],1.097,1.715,0.533,1.461,0.013,0.009,24742.0,16673.0,1.0
g_mp[signals x Pop|StatemInsertProb],1.098,3.373,0.516,1.44,0.024,0.017,24373.0,15413.0,1.0
g_mp[python x TestDeleteProb|TestInsertProb],1.098,3.617,0.515,1.434,0.026,0.018,22179.0,16298.0,1.0
g_mp[python x ChangeParamProb|TourSize],1.099,2.867,0.52,1.474,0.021,0.015,20996.0,15329.0,1.0
g_mp[h_base x StatemInsertProb|TourSize],1.099,3.92,0.539,1.461,0.028,0.02,22809.0,17157.0,1.0
g_mp[packages x ChangeParamProb|TourSize],1.099,2.36,0.54,1.475,0.017,0.012,24172.0,16769.0,1.0
g_mp[namedtupleutils x ChangeParamProb|TestChangeProb],1.099,2.173,0.503,1.437,0.016,0.011,23159.0,16725.0,1.0
g_mp[config x TestChangeProb|TestInsertProb],1.1,2.812,0.503,1.438,0.02,0.014,25138.0,16369.0,1.0
g_mp[packages x Elite|Pop],1.1,3.02,0.528,1.46,0.021,0.015,24641.0,17001.0,1.0
g_mp[signals x Crossover|StatemInsertProb],1.1,4.307,0.547,1.492,0.031,0.022,25372.0,16668.0,1.0
g_mp[timer x ChromLen|TestChangeProb],1.101,2.458,0.541,1.465,0.018,0.012,23487.0,16765.0,1.0
g_mp[config x ChromLen|Pop],1.101,2.935,0.526,1.444,0.021,0.015,24257.0,16413.0,1.0
g_mp[packages x TestChangeProb|TestInsertProb],1.101,2.622,0.53,1.475,0.019,0.014,23772.0,17585.0,1.0
g_mp[headers x ChromLen|TestChangeProb],1.101,2.799,0.499,1.421,0.02,0.014,22105.0,16309.0,1.0
g_mp[return_from_generator x StatemInsertProb|TourSize],1.102,4.363,0.544,1.475,0.031,0.022,23674.0,16803.0,1.0
g_mp[immutable_list x Elite|TestChangeProb],1.103,4.027,0.51,1.456,0.028,0.02,24375.0,17035.0,1.0
g_mp[pgzero_frontend x TestInsertionProb|TourSize],1.103,3.817,0.506,1.429,0.034,0.024,21067.0,17075.0,1.0
g_mp[decorators x Pop|RandPert],1.103,2.464,0.526,1.46,0.018,0.012,24333.0,15613.0,1.0
g_mp[pgzero_frontend x Crossover|RandPert],1.103,4.06,0.536,1.46,0.029,0.02,22480.0,16164.0,1.0
g_mp[dict_unpacking x ChangeParamProb|StatemInsertProb],1.103,2.255,0.529,1.459,0.016,0.012,24575.0,17321.0,1.0
g_mp[py_helpers x ChromLen|TestDeleteProb],1.103,3.43,0.522,1.474,0.025,0.017,24537.0,16688.0,1.0
g_mp[packages x Crossover|RandPert],1.104,4.192,0.552,1.464,0.03,0.021,24275.0,16710.0,1.0
g_mp[da x Pop|TestInsertProb],1.105,2.952,0.526,1.455,0.021,0.015,25296.0,16720.0,1.0
g_mp[signals x ChangeParamProb|StatemInsertProb],1.105,3.887,0.532,1.47,0.028,0.02,22313.0,15803.0,1.0
g_mp[py_base x RandPert|TourSize],1.105,3.46,0.554,1.477,0.025,0.017,24308.0,17036.0,1.0
g_mp[py_helpers x StatemInsertProb|TestInsertionProb],1.106,4.464,0.53,1.446,0.032,0.022,24998.0,16933.0,1.0
g_mp[return_from_generator x Crossover|Pop],1.107,4.121,0.51,1.454,0.03,0.021,25029.0,16063.0,1.0
g_mp[namedtupleutils x ChangeParamProb|Elite],1.109,4.308,0.523,1.458,0.031,0.022,25007.0,16550.0,1.0
g_mp[packages x RandPert|TestInsertProb],1.109,4.813,0.548,1.478,0.034,0.024,23024.0,16180.0,1.0
g_mp[namedtupleutils x RandPert|TestInsertProb],1.11,4.368,0.565,1.466,0.031,0.022,24322.0,16045.0,1.0
g_mp[s_helpers x Pop|TestInsertProb],1.11,4.549,0.498,1.457,0.032,0.023,22820.0,16563.0,1.0
g_mp[da x ChangeParamProb|TestChangeProb],1.111,5.668,0.536,1.46,0.04,0.028,21982.0,17103.0,1.0
g_mp[yield_from x TestDeleteProb|TourSize],1.111,4.204,0.509,1.45,0.03,0.021,22959.0,16924.0,1.0
g_mp[python x ChromLen|TestChangeProb],1.111,2.877,0.502,1.448,0.028,0.02,24004.0,15932.0,1.0
g_mp[py_base x Elite|TestInsertProb],1.114,5.048,0.56,1.475,0.036,0.025,22727.0,17145.0,1.0
g_mp[maybe x ChangeParamProb|TourSize],1.114,3.461,0.542,1.472,0.026,0.018,22703.0,16227.0,1.0
g_mp[s_helpers x Elite|TestDeleteProb],1.115,4.78,0.55,1.458,0.034,0.024,24294.0,16692.0,1.0
g_mp[validation x Crossover|TestInsertionProb],1.117,5.098,0.533,1.469,0.036,0.025,24698.0,16293.0,1.0
g_mp[s_helpers x Crossover|TourSize],1.117,3.026,0.501,1.431,0.021,0.015,23149.0,17386.0,1.0
g_mp[namedtupleutils x StatemInsertProb|TestInsertProb],1.121,6.533,0.57,1.48,0.046,0.033,24417.0,16990.0,1.0
g_mp[pgzero_frontend x TestChangeProb|TestDeleteProb],1.122,6.781,0.536,1.462,0.048,0.034,23521.0,16201.0,1.0
g_mp[immutable_list x TestInsertProb|TestInsertionProb],1.123,5.893,0.518,1.457,0.042,0.029,22434.0,16341.0,1.0
g_mp[da x ChromLen|Elite],1.123,7.109,0.516,1.449,0.05,0.036,25247.0,16652.0,1.0
g_mp[packages x Pop|TestInsertProb],1.124,4.941,0.534,1.455,0.035,0.025,25262.0,16822.0,1.0
g_mp[py_base x ChangeParamProb|TestInsertionProb],1.125,7.579,0.506,1.438,0.054,0.038,23290.0,17307.0,1.0
g_mp[s_helpers x ChangeParamProb|Pop],1.126,7.509,0.547,1.474,0.053,0.038,23444.0,16498.0,1.0
g_mp[headers x ChangeParamProb|TestInsertProb],1.128,7.967,0.524,1.458,0.057,0.04,23923.0,16611.0,1.0
g_mp[py_helpers x Crossover|RandPert],1.131,7.146,0.556,1.475,0.051,0.036,23107.0,17900.0,1.0
g_mp[h_base x Crossover|TestInsertProb],1.132,8.407,0.534,1.484,0.059,0.042,23516.0,17102.0,1.0
g_mp[immutable_list x Crossover|StatemInsertProb],1.133,7.859,0.526,1.441,0.056,0.039,24303.0,16657.0,1.0
g_mp[s_helpers x Elite|RandPert],1.136,8.093,0.526,1.454,0.058,0.041,23825.0,16049.0,1.0
g_mp[decorators x ChangeParamProb|TestDeleteProb],1.14,8.463,0.521,1.462,0.06,0.042,23648.0,15632.0,1.0
g_mp[s_helpers x Crossover|TestInsertionProb],1.14,7.914,0.525,1.449,0.059,0.041,23731.0,14726.0,1.0
g_mp[timer x ChromLen|RandPert],1.142,9.289,0.517,1.473,0.066,0.046,22211.0,16547.0,1.0
g_mp[validation x ChromLen|RandPert],1.143,10.712,0.523,1.463,0.076,0.054,23678.0,16784.0,1.0
g_mp[namedtupleutils x ChangeParamProb|TestDeleteProb],1.144,7.063,0.519,1.443,0.05,0.035,25234.0,16625.0,1.0
g_mp[config x Elite|Pop],1.145,8.592,0.552,1.477,0.061,0.043,22002.0,15580.0,1.0
g_mp[yield_from x RandPert|TestDeleteProb],1.151,9.946,0.526,1.455,0.07,0.05,24295.0,16867.0,1.0
g_mp[packages x Crossover|StatemInsertProb],1.151,7.251,0.49,1.415,0.051,0.036,23446.0,17026.0,1.0
g_mp[maybe x Pop|StatemInsertProb],1.152,10.684,0.56,1.467,0.076,0.053,23202.0,15805.0,1.0
g_mp[validation x Crossover|Pop],1.166,10.812,0.532,1.464,0.076,0.054,23918.0,16775.0,1.0
g_mp[validation x StatemInsertProb|TourSize],1.197,18.501,0.49,1.438,0.131,0.092,26304.0,16735.0,1.0
g_mp[python x Pop|StatemInsertProb],1.222,19.124,0.528,1.449,0.135,0.096,23252.0,16763.0,1.0
g_mp[lazy_import x Elite|Pop],1.232,22.736,0.528,1.474,0.161,0.114,24921.0,17540.0,1.0
g_mp[h_base x Pop|RandPert],1.284,28.859,0.528,1.449,0.204,0.144,25002.0,16322.0,1.0
g_mp[namedtupleutils x ChangeParamProb|Crossover],1.975,125.811,0.539,1.472,0.889,0.629,25030.0,17298.0,1.0
g_mp[immutable_list x TestDeleteProb|TourSize],3.325,319.271,0.555,1.466,2.257,1.596,23595.0,16599.0,1.0
